ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,ExpenditureTypeKey,ExpenditureType,ExpenditureTypeEng,Year,FarmPlantAnimalOwningLand,FarmPlantAnimalRentingLand,FarmFishingForestryHuntingAgri,EntrepreneurNonAgricultureBusiness,ProfessionalTechnicianManager,EmployeeLabourInAgriForestyFishery,EmployeeLabourInLogisticTransportation,EmployeeLabourInClericalSaleServices,EmployeeLabourInProductionConstruction,EconomicInactive,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,263,206,300,468,1127,181,173,472,442,264,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,427,459,398,727,1045,445,577,747,544,410,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,189,119,60,169,324,96,72,151,110,150,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,4162,3456,1337,5446,7028,1357,2337,3926,1981,2343,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2556,175,99,50,174,265,86,103,228,118,116,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,293,230,140,533,718,218,240,386,305,316
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,310,331,0,17,0,0,0,91,0,206,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1391,1518,193,1548,4282,501,880,1470,1222,710,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,6332,4643,4412,6531,7576,4149,5405,5994,6542,5006,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,126,165,72,87,189,121,143,158,264,34,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,56,219,155,52,120,36,114,75,64,31,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,2917,2297,2122,3443,4542,1806,2698,2791,2712,3291
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,556,247,68,360,866,351,261,410,403,368,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,632,429,333,698,956,347,564,675,537,420,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,632,429,333,698,956,347,564,675,534,420,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,4494,2664,3053,5835,7157,1124,1997,4344,3975,2036,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2558,148,27,318,152,225,20,146,149,135,131,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,807,331,145,309,425,152,261,227,242,363
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,17,0,0,212,108,0,0,58,482,526,
60,นครสวรรค์           ,Nakhon Sawan        ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,2146,1418,582,1621,4237,1420,1850,1643,1360,810,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2555,5532,5537,5078,5753,6540,4908,4438,5046,5414,3818,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2555,251,234,0,375,273,149,343,426,311,13,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2555,83,117,77,134,19,42,91,102,67,33,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2555,3246,3282,2766,3143,7552,2770,2762,3495,3140,2697
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2555,291,366,100,283,976,297,223,294,233,187,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2555,365,487,288,411,710,302,313,384,380,283,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2555,343,309,50,394,556,254,498,150,358,237,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2555,5296,4334,697,6389,13674,1818,4332,2644,3357,1170,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2555,151,238,167,296,889,88,50,117,103,69,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2555,273,355,0,355,723,213,189,226,253,328
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2555,349,0,0,159,0,15,0,28,0,308,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2555,1823,2038,976,1816,7257,693,1172,1383,1214,978,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,0,0,0,0,0,0,0,0,0,0,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,0,0,0,0,0,0,0,0,0,0,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,74,213,34,54,61,115,128,128,195,31,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,0,0,0,0,0,0,0,0,0,0
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,515,406,0,445,1698,298,330,514,342,273,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,473,543,96,502,1553,340,393,575,523,323,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,737,524,50,347,605,229,121,193,168,414,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,0,0,0,0,0,0,0,0,0,0,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2558,112,180,0,184,617,58,62,155,73,129,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,221,392,50,455,1031,181,423,231,292,314
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,281,53,0,195,255,80,0,0,3,365,
62,กำแพงเพชร           ,Kamphaeng Phet      ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,2268,1796,610,1902,8718,1058,2359,1523,1441,824,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,4077,3628,2386,4515,6322,2867,3642,5255,4093,3199,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,54,184,68,206,275,58,420,189,143,106,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,18,27,17,76,10,45,67,25,17,13,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,1930,3306,1155,2569,4001,1209,1834,2879,2656,2089
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,164,122,68,335,720,64,247,499,232,216,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,269,217,125,439,710,267,281,476,449,285,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,97,102,66,209,672,51,17,146,52,173,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,2005,1390,523,4061,10237,663,1035,4307,2072,1830,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2556,122,60,5,240,511,5,30,409,81,120,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,89,58,42,234,446,76,122,268,241,217
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,6,1,0,44,736,0,0,45,4,38,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1771,830,209,2351,4528,559,812,2424,2281,1747,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,5047,4458,3482,6628,7537,3948,3539,5607,5568,4307,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,268,70,460,391,200,233,81,256,224,16,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,57,38,19,57,21,88,6,236,48,28,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,2299,1924,1815,3655,4525,1532,2054,2815,2396,2816
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,253,254,54,628,1606,35,20,430,338,185,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,491,289,180,823,1737,282,256,659,617,423,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,183,58,123,300,201,25,77,193,145,269,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,3932,1338,708,3991,9123,1008,435,3967,2188,2029,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2558,83,58,20,218,714,52,0,185,74,196,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,205,73,101,260,528,89,56,207,289,190
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,76,0,0,22,30,0,0,10,370,19,
63,ตาก                 ,Tak                 ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,1619,468,336,2635,5226,972,917,2650,1353,904,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,3762,4045,2208,5571,7633,2685,4058,5330,3719,3299,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,76,131,0,174,75,25,44,293,70,25,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,85,61,52,77,108,171,55,91,51,20,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,2795,3167,1701,3782,4754,1758,2262,3231,2273,2764
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,221,316,25,577,1313,124,113,384,218,207,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,404,413,212,620,1024,300,360,525,333,345,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,231,221,328,394,369,39,118,271,249,218,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,2749,4718,523,5874,16730,1094,1741,5261,1993,1821,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2556,48,24,15,127,395,4,16,61,12,44,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,146,189,29,276,467,102,67,210,113,156
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,379,0,0,178,0,0,0,244,0,514,
64,สุโขทัย             ,Sukhothai           ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1471,1179,385,1544,7677,565,613,1236,1344,1534,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,5788,6574,4572,5611,9137,4839,6326,6132,4782,4132,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,221,299,60,118,235,314,444,165,247,46,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,164,136,380,79,78,321,54,158,305,39,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,2719,2724,1763,2848,5297,1567,2175,2619,2196,2372
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,370,549,178,385,1898,164,163,569,175,195,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,745,815,594,772,1749,388,592,775,594,507,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,326,406,172,217,396,36,343,237,247,261,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,2639,3161,1142,2317,9280,809,1796,2139,1070,1012,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2556,96,122,14,109,147,69,58,106,38,38,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,207,223,112,284,459,127,178,218,116,184
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,0,0,0,170,156,0,0,0,0,459,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,2848,2678,1614,2138,8848,343,768,1607,1285,953,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,7418,7725,5521,6758,9524,4894,7714,6824,6233,5088,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,220,134,143,137,248,260,0,492,66,28,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,38,34,67,56,330,440,2,131,123,55,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,2955,2857,1369,2935,4841,2136,1898,2719,2223,2490
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,354,437,367,517,1725,159,23,456,311,287,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,797,801,281,679,1522,401,321,833,585,567,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,162,122,37,237,1467,185,78,97,204,320,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,3039,3241,689,3111,6703,1506,1040,4025,1656,1536,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2558,97,178,87,252,457,19,15,68,77,101,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,320,323,64,338,535,235,54,193,194,220
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,0,0,0,6,0,0,0,24,126,349,
66,พิจิตร              ,Phichit             ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,2924,1874,627,2385,9858,1846,573,2270,1090,1443,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,4862,5168,4765,5387,5983,3461,4146,5161,4644,3589,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,175,339,132,186,247,202,180,265,555,21,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,68,54,67,66,89,33,63,78,76,14,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,2431,2179,1538,2897,4450,2086,2235,2473,2073,2488
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,253,337,212,364,1009,127,99,249,189,239,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,519,487,421,651,1140,308,421,592,513,417,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,302,134,49,123,121,71,109,116,107,345,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,2827,1391,1557,4986,9866,1142,1968,2590,1605,4418,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,การศึกษา,Education,2556,119,187,134,142,323,15,73,129,156,144,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,76,39,7,87,121,29,2,40,32,60
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,575,503,0,251,8,190,0,372,3,354,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1505,881,878,1543,4521,549,1184,1205,669,1039,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,5865,6080,6539,7229,7858,5494,9100,6033,6347,5464,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,153,189,0,169,55,153,701,71,217,19,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,49,103,22,73,122,26,226,89,68,24,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,3237,3024,2176,3770,4766,2486,2577,3040,2859,2972
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,353,396,161,810,1195,170,1954,358,140,419,
67,เพชรบูรณ์           ,Phetchabun          ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,710,696,442,1004,1322,472,932,,723,622,
